archivo-tasas	alectrico-2021-tasas.txt
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-credito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-debito
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-iva
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	f29
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	distribucion-de-utilidad
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	constitucion-de-spa
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-acciones
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	compra-de-materiales
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	anulacion-de-vouchers
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	pago-de-salarios
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	traspaso
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
seleccionando	pedido
Traspaso de 44044 de: materiales a: inventario-inicial
-->rv Rendición Mensual de e-Boletas Electrónicas Afectas Emitidas en SII $35000
-->rv Rendición Mensual de Vouchers Afectos Válidos como Boleta Electrónica SII $146961
-->nct Nota de Crédito Emitida ventas-con-eboleta-exenta por 4505
-->nct Nota de Crédito Emitida ventas-con-eboleta-exenta por 45050
-->nct Nota de Crédito Emitida ventas-con-eboleta-afecta por 35000
-->cd costo directo de ventas, por comision-mensual por un valor total de 60
       pagado a khipu
-->cd costo directo de ventas, por comision-mensual por un valor total de 1997
       pagado a transbank
-->cc comprando al contado meson-cocina-negro por un valor total de 46990
      pagado a easy
-->cc comprando al contado materiales-electricos por un valor total de 22430
      pagado a sodimac
-->cafc comprando activo-fijo al contado taladro-inalambrico por un valor total de 179990
       pagado a sodimac
-->ga gasto-administrativo- Dominio-Internet por un valor total de 9950
       pagado a u-chile
-->cc comprando al contado interruptores-guantes por un valor total de 8470
      pagado a easy
-->nct Nota de Crédito Emitida ventas-con-eboleta-afecta por 35000
-->cd costo directo de ventas, por comision-mensual por un valor total de 3389
       pagado a transbank
-->cc comprando al contado caja-enchufe-506L por un valor total de 7862
      pagado a dartel
-->ga gasto-administrativo- servicio-telefonia por un valor total de 3722
       pagado a entel
-->gp gasto-promocinal- parche-corporativo por un valor total de 24980
       pagado a embros
-->nct Nota de Crédito Recibida transbank por 212
-->rv Rendición Mensual de e-Boletas Electrónicas Afectas Emitidas en SII $100
-->cd costo directo de ventas, por comision-mensual por un valor total de 220
       pagado a transbank
-->cc comprando al contado mascara-6200-filtro por un valor total de 30479
      pagado a sodimac
-->ga gasto-administrativo- servicio-telefonia-enero por un valor total de 8242
       pagado a entel
-->rv Rendición Mensual de Vouchers Afectos Válidos como Boleta Electrónica SII $35000
-->cd costo directo de ventas, por comision-mensual por un valor total de 746
       pagado a transbank
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
-->cc comprando al contado materiales-electricos por un valor total de 2540
      pagado a easy
-->rv Rendición Mensual de Vouchers Afectos Válidos como Boleta Electrónica SII $30000
-->nct Nota de Crédito Recibida ventas-con-factura-afecta por 121
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
-->ga gasto-administrativo- certificado-digital-sii por un valor total de 23788
       pagado a trust
-->cd costo directo de ventas, por comision-mensual por un valor total de 1515
       pagado a transbank
-->ga gasto-administrativo- pago-mensual-workers por un valor total de 3775
-->ga gasto-promocional- pago-mensual-video-maker por un valor total de 2941
-->ga gasto-administrativo- pago-mensual-google-one por un valor total de 1176
-->nct Nota de Crédito Recibida ventas-con-factura-afecta por 268
-->gp gasto-promocinal- volantes por un valor total de 17850
       pagado a maria-jose
-->ga gasto-administrativo- pago-mensual-google-one por un valor total de 1177
-->ga gasto-proveedor-no-afecto- multas por un valor total de 1701
-->ga gasto-proveedor-no-afecto- multas por un valor total de 31203
-->ga gasto-proveedor-no-afecto- multas por un valor total de 3307
-->ga gasto-proveedor-no-afecto- multas por un valor total de 62406
-->ga gasto-promocional- pago-mensual-vide-maker por un valor total de 2941
-->ga gasto-administrativo- pago-mensual-workers por un valor total de 3302
-->ga gasto-proveedor-afecto- servicio-telefonia por un valor total de 8242
       pagado a entel
-->gp gasto-promocinal- pendon-corporativo por un valor total de 23800
       pagado a macprint
-->ga gasto-administrativo- pago-mensual-google-one por un valor total de 1177
-->gp gasto-promocinal- tarjetas-de-visita por un valor total de 31960
       pagado a macprint
-->ga gasto-administrativo- Certificado-Digital por un valor total de 1990
       pagado a ie
-->ga gasto-promocional- pago-anual-boosted por un valor total de 40588
-->ga gasto-promocional- pago-adelantado-julio-publicidad-de-auncios por un valor total de 50000
Distribución Utilidad del Ejercicio Anterior 85294
-->cafc comprando activo-fijo al contado celular por un valor total de 79990
       pagado a lider
-->gp gasto-promocinal- etiquetas por un valor total de 1200
       pagado a scrap
-->gp gasto-promocinal- etiquetas por un valor total de 3790
       pagado a ilop
-->vsii Venta SII No Afecta 1 de revision-electrica por un valor de $0
-->vsii Venta SII 11 de recableado por un valor de $664999
-->rv Rendición Mensual de Vouchers Afectos Válidos como Boleta Electrónica SII $180833
-->ga gasto-promocional- pago-anual-video-maker por un valor total de 21300
-->ga gasto-administrativo- pago-mensual-workers por un valor total de 3775
-->rv Rendición Mensual de e-Boletas Electrónicas Exentas en SII $35000
-->nc Nota de Crédito SII15 de la Factura SII 11 de recableado por un valor de $664999
-->vsii Venta SII 12 de recableado por un valor de $110883
-->ga gasto-administrativo- Dominio-Internet por un valor total de 9950
       pagado a u-chile
-->gp gasto-promocinal- marcador-masking-tape por un valor total de 2099
       pagado a eugenio
-->cd costo directo de ventas, por comision-mensual por un valor total de 5035
       pagado a transbank
-->nct Nota de Crédito Emitida ventas-con-voucher-afecto por 180835
-->vsii Venta SII No Afecta 2 de visita-a-huelen por un valor de $0
-->cc comprando al contado barras-conectores-tester-puestas-a-tierra por un valor total de 15030
      pagado a sodimac
-->cc comprando al contado 2xthhn#17-R100 por un valor total de 40619
      pagado a sodimac
-->cc comprando al contado artefactos por un valor total de 188033
      pagado a dartel
-->vsii Venta SII 13 de materiales-para-recableado por un valor de $168499
-->cc comprando al contado sikalist-canalizacion-corrugada por un valor total de 15621
      pagado a sodimac
-->cc comprando al contado 503L-salidas-caja-otros por un valor total de 16310
      pagado a sodimac
-->ga gasto-administrativo- servicio-telefonia por un valor total de 47632
       pagado a entel
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
-->nct Nota de Crédito Recibida transbank por 275
-->vsii Venta SII 14 de revision-electrica por un valor de $107747
-->nc Nota de Crédito SII17 de la Factura SII 14 de revision-electrica por un valor de $107747
-->vsii Venta SII 15 de revision-electrica por un valor de $110833
-->nct Nota de Crédito Emitida ventas-con-eboleta-exenta por 40000
-->vsii Venta SII No Afecta 3 de diseño-electrico-los-capitanes-fase-2 por un valor de $0
-->pago-de-salario -- Pagando salarios de alexander por 300000
-->cc comprando al contado conduit-curvable-20MM por un valor total de 30012
      pagado a electrocom
-->cc comprando al contado tablero-saime-6071-DM por un valor total de 30905
      pagado a electrocom
-->vsii Venta SII 16 de tablero por un valor de $73780
-->nct Nota de Crédito Emitida ventas-con-voucher-afecto por 39999
-->vsii Venta SII No Afecta 4 de diseño-electrico-los-capitanes-fase-2 por un valor de $0
-->pago-de-salario -- Pagando salarios de alexander por 300000
-->vsii Venta SII 17 de ensacado-de-15-sacos-de-escombros por un valor de $75006
-->vsii Venta SII No Afecta 5 de visita-huelen-pago-2-6-la-boleta-dice-pago-1-de-6 por un valor de $0
-->ga gasto-administrativo- servicio-telefonia-agosto por un valor total de 8242
       pagado a entel
-->ga gasto-administrativo- Dominio-Internet por un valor total de 9950
       pagado a u-chile
-->cc comprando al contado Extintor-NYA-1.5-25m-huincha-broca22x200 por un valor total de 57601
      pagado a sodimac
-->nct Nota de Crédito Emitida ventas-con-eboleta-afecta por 12605
-->cc comprando al contado THHN-25m-Rojo-1-pares-protectores-auditivos por un valor total de 7310
      pagado a sodimac
-->vsii Venta SII 18 de instalacion-de-alimentador por un valor de $150000
-->vsii Venta SII 19 de los-capitanes-pago-3-de-6 por un valor de $110833
-->cd costo directo de ventas, por comision-mensual por un valor total de 625
       pagado a transbank
-->nct Nota de Crédito Emitida ventas-con-eboleta-exenta por 400000
-->vsii Venta SII No Afecta 6 de visita-huelen-pago-4-6 por un valor de $0
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
-->rv Rendición Mensual de e-Boletas Electrónicas Afectas Emitidas en SII $25000
-->vsii Venta SII 19 de los-capitanes-pago-4-de-6 por un valor de $110833
-->cc comprando al contado materiales-electricos por un valor total de 5891
      pagado a sodimac
-->vsii Venta SII No Afecta 7 de visita-huelen-pago-5-6 por un valor de $0
-->ga gasto-proveedor-afecto- servicio-telefonia por un valor total de 8242
       pagado a entel
-->ga gasto-administrativo- mouse por un valor total de 4990
       pagado a smart
-->ga gasto-administrativo- mouse por un valor total de 12880
       pagado a bazaya
-->cc comprando al contado epp por un valor total de 9990
      pagado a sodimac
-->vsii Venta SII No Afecta 8 de visita-huelen-pago-5-6 por un valor de $0
-->vsii Venta SII No Afecta 9 de visita-huelen-pago-6-6 por un valor de $0
-->vsii Venta SII 21 de los-capitanes-pago-5-de-6 por un valor de $110833
-->vsii Venta SII 22 de los-capitanes-pago-6-de-6 por un valor de $110833
****************************************************************************************

****** -->vexento Vendiendo exento al crédito y efectivo parecer-tecnico-thhn por un valor de $20000 de un valor total de 30000
****************************************************************************************
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
-->ga gasto-administrativo- servicio-telefonia por un valor total de 8242
       pagado a entel
Depositando en banco-estado por un valor de $900000
-->pago-de-salario -- Pagando salarios de alexander por 350000
seleccionando	pedido
seleccionando	traspaso
2112	traspaso
seleccionando	pedido
seleccionando	traspaso
seleccionando	pago-de-salarios
seleccionando	cobro-de-cuentas-por-cobrar
seleccionando	nota-de-credito-de-factura-reclamada
seleccionando	anulacion-de-vouchers
seleccionando	compra-de-materiales
seleccionando	compra-de-acciones
seleccionando	constitucion-de-spa
seleccionando	distribucion-de-utilidad
seleccionando	f29
seleccionando	gasto-investigacion-y-desarrollo
seleccionando	pago-de-retenciones-de-honorarios
seleccionando	pago-de-iva
seleccionando	ajuste-de-iva-contra-debito
seleccionando	ajuste-de-iva-contra-credito
